264,8
699
1239,8
1790,0
2330,8
2853,1
3352,6
3836,6
4366,5
4877,0
5402,1
5884,6
6355,8
6870,9
7392,7
7901,5
8273,8
8705,1
9122,4
9659,1
10202,6
10691,3
11155
11518,7
9708,1
7791,1
5867,8
3913,1
2446,2
2887,7
3354,8
3845,9
4310,2
4820,9
5203,7
5703,2
6121,2
6583,4
6976
7315,8
7694,5
8040,6
8503,8
9013,0
9522,3
10027,0
10534,0
11045,6
11554,9
12068,7
12548,4
13012,0
13175,7
13345,8
13032,1
11299,0
7724,8
8088,5
8548,9
8912,6
9276,3
9636,8
10000,4
10370,6
10734,2
11194,7
11558,4
11922,1
12282,5
12646,2
13016,3
13380
13840,5
14204,1
14537,1
14861,1
15207
15628,4
16108,1
16472,3
16429,1
16419,6
15961,5
14222,7
10580,6
10852,2
11109,5
11367,5
11720,2
11964,6
12243,8
12593,4
12861
13110,5
13348,4
13630,9
13890,1
14248,1
14594,4
14842,0
15114,8
15364,3
15635,2
15894,4
16229,0
16598,9
16858,4
17116,6
17132,3
17130,9
16743,5
14838,2
11150,5
11416,6
11559,3
11786,2
12032,5
12253,2
12513,6
12774,1
12947,4
13198,2
13361,9
13535,3
13698,9
13959,4
14219,9
14393,2
14644
14807,7
14981,0
15144,7
15405,2
15665,6
15839,0
16089,8
16053,4
15936,4
15606,6
13783,1
10037,1
10207,3
10364,5
10525,0
10791,9
10962,0
11219,2
11482,9
11653,0
11810,3
11970,7
12237,6
12407,7
12661,8
12931,9
13098,8
13252,8
13416,5
13680,2
13853,5
14107,5
14377,6
14544,5
14695,3
14662,2
14632,4
14021,8
12269,4
10430,9
10501,0
10648,6
10715,5
10785,6
10859,0
11103,3
11276,7
11346,8
11494,4
11561,3
11631,4
11704,7
11949,1
12122,4
12192,5
12340,1
12407,0
12477,1
12550,5
12794,8
12968,2
13038,3
13185,9
13149,6
13116,5
12799,5
11072,8
6601,0
6667,9
6818,7
6882,4
6955,7
7025,8
7276,6
7446,7
7513,6
7664,4
7728,1
7801,5
7871,6
8122,4
8292,5
8359,4
8510,2
8573,9
8647,2
8717,3
8968,1
9138,3
9205,2
9156,0
9126,1
8996,2
8847
7126,8
5107,6
5158,4
5215,7
5189,0
5159,1
5216,4
5373,6
5350,2
5404,2
5458,2
5434,8
5401,7
5471,8
5619,4
5592,7
5650,0
5610,4
5677,3
5647,4
5717,6
5865,1
5838,5
5895,7
5856,2
5823,1
5693,2
5666,5
3920,7
3801,7
3759,1
3716,5
3683,5
3553,8
3530,5
3484,7
3442,1
3405,9
3276,2
3236,8
3197,4
3170,9
3134,7
3088,9
3049,5
2923
2883,6
2844,3
2818,1
2782,2
2736,7
2697,8
2572,0
2533,3
2494,6
2281,7
451,8
408,1
369,0
333,1
294,1
345,4
303,1
354,3
315,3
356,8
311,3
362,5
310,6
355,3
313,1
348,1
312,3
353,8
311,6
346,6
307,6
349,1
306,9
345,2
306,1
347,7
305,5
340,6
150,3
253,3
285,3
327
284,8
326,4
284,2
322,6
283,6
325,2
283,0
321,4
282,3
324
278,6
323,4
281,2
322,8
280,6
319,0
280
318,4
279,3
317,7
368,9
313,8
364,9
251,8
116,3
