110434,4
111698,8
113177,6
114759,5
116278,3
117820,8
119442,6
120971,9
122670,0
124180,3
125774,9
127281
128884,3
130449,3
132023,7
133762,4
135011,7
136860,5
138212,3
139825,1
141343,1
142881,6
144477,2
146072,7
147772,2
149430,4
151144,3
152765,9
102765,5
104341,4
105933
107279,9
108827,9
110613,5
111985,1
113823
115229,2
116872,9
118688,2
120064,3
121927,3
123450,6
125058,5
126648,7
128198,6
129750,8
131305,3
132855,2
134400,6
135948,3
137511,8
139107,4
140702,9
142324,4
144007,1
145602,2
99953,8
101523,9
103106,4
104703,9
106299,4
107881,9
109479,4
111100,9
112692,6
114275,1
115872,5
117468,0
119050,6
120648
122269,5
123861,2
125443,7
127041,2
128636,7
130249,9
131889,6
133463,5
134908,0
136489,9
138090,9
139804,3
141347,1
142952,8
99014,8
100655,6
102253,1
103843,6
105420,9
106966,2
108633
110232,6
111891,7
113443,4
114964,6
116671,1
118253,0
119835,5
121382,2
122944,3
124606,0
126150,2
127795,0
129381,4
130883,9
132542,6
134127,6
135712,4
137274,4
138858,2
140667,8
142153,6
100571,7
102192,7
103652,4
105249,2
106822,6
108334,8
109908,2
111492,7
113129,1
114666,9
116270,1
117904,6
119494,4
121076,9
122661,3
124297,8
125835,5
127438,7
129073,3
130663
132245,5
133830,0
135466,4
137004,2
138607,4
140280,9
141890,9
143534,5
101883,4
103510,7
105076,4
106662,7
108273,2
109892,8
111458,4
113057,8
114679,3
116245
117831,4
119441,8
121061,4
122614,1
124241,4
125846,0
127400,6
129001,9
130597,4
132232,0
133782,7
135410
137014,7
138556,3
140172,5
141792,1
143487,8
145002,9
103186,0
104810,5
106337,2
107955,3
109574,9
111205,6
112717,4
114363,4
115979,2
117505,8
119124,0
120743,6
122374,2
123886
125532,0
127147,8
128674,5
130292,6
131912,2
133542,9
135054,6
136700,7
138316,4
139843,1
141448,2
143056,8
144728,4
146351,4
107301,1
108906,8
110448,4
112051,6
113686,2
115301,9
116841,6
118470,8
120075,5
121617,1
123220,3
124854,8
126470,6
128010,2
129639,4
131244,1
132785,7
134388,9
136023,4
137639,2
139178,9
140808,1
142412,8
143954,4
145583,6
147201,2
148740,9
150409,1
110651,0
112186
113763,2
115401,6
117017,3
118583,0
120156,4
121807,7
123356,6
124918,8
126572,1
128173,0
129792,6
131319,3
132963,4
134527,1
136113,5
137723,9
139343,5
140961,2
142487,9
144132
145695,8
147282,1
148892,6
150512,2
152142,8
153693,6
113950,9
115511,8
117085,2
118697,6
120317,2
121960,8
123509,7
125085,0
126684,3
128305,8
129884,5
131469,0
133105,4
134695,2
136251,7
137840,0
139476,4
141053,2
142637,6
144274,0
145863,8
147420,3
149008,6
150645,0
152221,8
153806,2
155494,7
157102,8
117237,4
118827,8
120425,2
122007,8
123553,2
125130,4
126677,8
128268,0
129774,4
131344,4
132893,6
134431,8
135959,0
137540
139022,4
140635,2
142139,7
143722,6
145205
146804,8
148311,3
149894,2
151389,6
152987,4
154493,9
156076,8
157559,2
157742
117901,7
119403,7
120927,4
122510,4
124018,8
125601,7
127097,1
128695,0
130201,4
131784,4
133279,7
134877,6
136384,0
137954
139477,3
141058,3
142566,7
144149,6
145645
147242,9
148736,3
150334,2
151827,6
153386,5
154911,7
156466,8
157758,0
157787,6
